time,x,y,theta
0.0,0.0026398911005606,0.0483196609057343,-0.6239085437737792
1.0101010101010102,0.3334689411978622,0.0942904941028289,0.3654621874748286
2.0202020202020203,0.7835730159263711,0.1756093494664511,0.5527564494912864
3.0303030303030303,1.211046939510184,0.2690383477335896,0.0104534248583034
4.040404040404041,1.6160394492156032,0.3163523444347242,-0.3452806684582519
5.050505050505051,2.0850206655963195,0.3370777822504303,-0.5542098762528784
6.0606060606060606,2.514712116744888,0.2983712757338938,0.284953339183788
7.070707070707071,2.973641692131427,0.3121595553488802,0.7751438861096634
8.080808080808081,3.426443157510589,0.3039904708128002,-0.1888053541028376
9.090909090909092,3.870152896359076,0.3467918114881205,-0.0538146966622973
10.101010101010102,4.329696362991239,0.2933752098526638,-0.1460201573262145
11.111111111111112,4.743683304223615,0.2740340111249009,0.3236256399566954
12.12121212121212,5.176449308234867,0.2698163816510887,-0.0779833626056739
13.131313131313131,5.615897674350532,0.3331068125949339,0.291592250568602
14.141414141414142,5.996212728920787,0.2620937664880449,0.9378375752553784
15.151515151515152,6.428352505632881,0.3854526230106087,0.7607979566787098
16.161616161616163,6.851599392467991,0.4595427138727115,0.5934959775931523
17.171717171717173,7.31466574531578,0.3529706518857693,1.0371064429590842
18.181818181818183,7.778048896658593,0.3218373509701424,1.3902393042964416
19.191919191919197,8.134890925020287,0.3147900019669191,0.8702617043943617
20.202020202020204,8.541653863231824,0.3479574936368309,0.5939382943969396
21.21212121212121,8.948393990088089,0.4267300445485393,-0.15409187001870964
22.222222222222225,9.311978773080504,0.3360200158054471,-0.0954071593625731
23.232323232323235,9.7341338303566,0.3475584395040586,-0.2403476088432763
24.24242424242424,10.179616536120454,0.3328009449383113,-0.6967771905526503
25.252525252525253,10.669569944035256,0.4083304215204361,89.25051145207806
26.262626262626263,10.748253875091756,0.8766753421741991,89.20877013235278
27.272727272727277,10.732484815279788,1.2747379026702743,89.71532126764683
28.282828282828284,10.748415000723949,1.61790725202926,90.33850571554387
29.29292929292929,10.747095071339178,2.0628229311390447,90.22429068720726
30.303030303030305,10.695261844565133,2.546434205050909,89.6715611883413
31.313131313131315,10.645241894024505,2.9402689628571923,89.27828196307682
32.323232323232325,10.681873202093309,3.302448725739762,89.41636671676459
33.333333333333336,10.67577322333909,3.691131020496065,88.80653489473265
34.343434343434346,10.69419297535383,4.042990369360364,89.24638929174502
35.35353535353536,10.79168917853786,4.434277268367892,89.44590199789025
36.36363636363637,10.676627639916042,4.7395308356649455,89.89597554746993
37.37373737373738,10.667381249551951,5.161492573752139,89.64074634963671
38.38383838383839,10.725627924706366,5.517662796586225,89.19341331210914
39.3939393939394,10.745097299295026,5.854908625683802,89.72667311955965
40.40404040404041,10.72939733784576,6.2230251337883065,90.3898501840425
41.41414141414142,10.730863241965102,6.563636900812182,88.925021242129
42.42424242424243,10.664742820015162,6.9762547041875305,88.44212264916412
43.43434343434344,10.615989149252766,7.37455453690194,88.9502362759266
44.44444444444445,10.62019523911639,7.792518845734539,88.77543557290733
45.45454545454546,10.639355221877496,8.163908048757024,88.62312301776802
46.46464646464647,10.56384037826183,8.543773611181212,88.32801105751422
47.47474747474748,10.57554495903494,9.038416804710936,89.05068447568146
48.48484848484848,10.646085060898317,9.489973041998304,88.1588461949466
49.494949494949495,10.640916286785227,9.889936540480882,87.36018228996615
50.505050505050505,10.652650144420305,10.352429102703228,175.91302167908324
51.51515151515152,10.306573601656805,10.316219937368311,175.73248168937457
52.525252525252526,9.883487843079196,10.303124547699143,175.37796011364605
53.535353535353536,9.452451692159912,10.357725114927826,175.50406465460998
54.54545454545455,9.022696610175212,10.334528335416472,174.23692596492788
55.55555555555556,8.547624399435762,10.38597002744961,173.4057898245227
56.56565656565657,8.12328467654618,10.38802985231472,173.52525243643365
57.57575757575758,7.719306385986073,10.40461218397432,172.7745975911177
58.58585858585859,7.316377563385848,10.447383618904766,172.20780356873027
59.5959595959596,6.9288077607391685,10.511296833178989,172.28344063881053
60.60606060606061,6.455896615679859,10.564122037266513,172.73830678904915
61.61616161616162,6.029145725212798,10.54288528441761,172.5451738939777
62.62626262626263,5.642987433648973,10.593825217341337,172.5735663152991
63.63636363636364,5.209589006375492,10.5727101230089,173.1804329706571
64.64646464646465,4.884057611354209,10.609400870026567,173.46014609447366
65.65656565656566,4.595340586340222,10.648430576762944,174.3620168099344
66.66666666666667,4.224116003001149,10.586520689578643,174.98057666916318
67.67676767676768,3.7515811209104974,10.65073964283475,175.64108226244338
68.68686868686869,3.3139120523778214,10.69908938579786,175.80093928311172
69.6969696969697,2.964102380154471,10.72464185826056,175.06304120127183
70.70707070707071,2.5120496820813907,10.72572638448554,175.5347402273196
71.71717171717172,2.097587478743374,10.780481478086768,175.87006804023443
72.72727272727273,1.6591377754415382,10.802832712052147,175.58926458783606
73.73737373737374,1.2483749049988313,10.852572210549972,174.74563454218674
74.74747474747475,0.9440830433600554,10.775396554787672,176.1271247041589
75.75757575757576,0.5474316300357127,10.780347942850304,265.2107356296706
76.76767676767678,0.435672418207141,10.363003784602055,265.40688396104764
77.77777777777779,0.4829704642183329,9.97510261818757,265.71647878527125
78.7878787878788,0.4093463252507834,9.57574977222605,265.88027382322133
79.7979797979798,0.3376953880273316,9.114235580791911,265.2388484335084
80.80808080808082,0.3828535246048273,8.66119542401407,265.1427260452812
81.81818181818183,0.3941107347267429,8.266768890729251,265.6985583292065
82.82828282828284,0.4044522750511106,7.900116372968004,266.1813424821151
83.83838383838385,0.4511624271951152,7.498055008511535,266.9949408133487
84.84848484848486,0.5072430855466602,7.11957511898224,265.9469565367613
85.85858585858587,0.548491488749105,6.753951393128895,266.3283395267834
86.86868686868688,0.5561385321968556,6.347204901068203,266.52277632797484
87.87878787878789,0.5479976885594134,5.982599800520296,266.332956296698
88.8888888888889,0.5952256547210252,5.55685916461845,266.044384027711
89.89898989898991,0.5339887734705959,5.230035721088065,266.22657036317764
90.90909090909092,0.5882151753282155,4.822080305881892,267.08380022489393
91.91919191919192,0.602804795208028,4.4703409932666665,267.49935477713404
92.92929292929294,0.568509813703176,4.077044998228526,267.2630584578144
93.93939393939397,0.5406002276966972,3.718220221904599,268.33369162479846
94.94949494949496,0.56357855116242,3.2964404752043026,268.9512930337927
95.95959595959596,0.5256556466227708,2.896748826916148,269.3658164912052
96.96969696969695,0.608644474142912,2.464374518044601,268.408232106304
97.97979797979798,0.5440494100186305,2.072150216454855,267.9795603386928
98.989898989899,0.5077700968681018,1.7936217380776238,268.1801891043977
100.0,0.4880971203902678,1.4172474809456423,268.2701676763745
